# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      33.61
8                      32.73
16                     32.85
32                     33.09
64                     33.24
128                    34.41
256                    36.03
512                    36.16
1024                   36.74
2048                   45.74
4096                   39.87
8192                   45.01
16384                 893.92
32768                3532.24
65536                4587.27
131072               4835.95
262144               5277.22
524288               6442.18
1048576              6412.40
