# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      65.29
2                      65.35
4                      66.28
8                      66.77
16                     67.57
32                     68.85
64                     86.69
128                  2617.69
256                  3807.45
512                  4403.01
1024                 4612.48
2048                 1678.41
4096                  391.87
8192                  355.71
16384                 509.64
32768                 800.46
65536                1376.81
131072               2548.40
262144               4900.05
524288              10038.09
1048576             20112.26
