# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      10.54
2                      10.49
4                      11.32
8                      11.38
16                     12.48
32                     12.81
64                     13.36
128                    13.95
256                    15.54
512                    17.57
1024                   26.47
2048                   25.55
4096                   41.03
8192                   59.71
16384                  98.65
32768                 174.07
65536                 341.16
131072                664.03
262144               1300.80
524288               2566.88
1048576              5233.91
