# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     445.72
2                     445.97
4                     460.01
8                     452.57
16                    458.02
32                    463.37
64                    483.06
128                   569.46
256                   618.54
512                   828.70
1024                  861.33
2048                  922.18
4096                  993.95
8192                 1189.57
16384                1665.58
32768                2646.03
65536                4994.31
131072              10062.05
262144              24889.30
524288              42870.88
1048576             81105.44
