# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     220.82
2                     220.89
4                     223.70
8                     223.93
16                    227.80
32                    233.52
64                    245.20
128                   248.56
256                   300.52
512                   346.94
1024                  435.92
2048                  611.13
4096                  914.19
8192                 2748.14
16384               16706.77
32768               22797.96
65536               31841.38
131072              54056.44
262144             144373.43
524288             303112.12
1048576            614893.01
