# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      72.20
2                      73.85
4                      75.03
8                      85.28
16                     85.91
32                     93.90
64                     88.13
128                    90.95
256                    95.72
512                   107.83
1024                   81.25
2048                   95.63
4096                   99.43
8192                  134.00
16384                 200.23
32768                 311.85
65536                 568.33
131072               1120.01
262144               2939.80
524288               5185.64
1048576              9717.00
