# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      87.42
2                      86.88
4                      87.70
8                      90.38
16                     91.86
32                    573.85
64                    346.74
128                   272.54
256                   283.67
512                 10868.67
1024                  757.65
2048                  876.86
4096                 1146.53
8192                 2460.50
16384                3205.19
32768                5466.83
65536               10021.34
131072              19056.01
262144              36914.73
524288              72856.25
1048576            144742.39
