# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      34.64
2                      36.29
4                      38.53
8                      41.13
16                     44.23
32                     57.29
64                     59.60
128                    55.93
256                    60.81
512                    78.65
1024                  106.93
2048                  154.30
4096                  238.53
8192                  390.61
16384                 690.73
32768                1289.01
65536                2486.11
131072               4975.99
262144              10132.85
524288              20586.55
1048576             41579.80
