# OSU RCCL-ROCM Allgather Latency Test v7.5.2
# Size       Avg Latency(us)
1                      58.14
2                      57.83
4                      57.81
8                      58.02
16                     57.91
32                     57.98
64                     58.30
128                    59.24
256                    59.38
512                    60.50
1024                   63.71
2048                   70.70
4096                  217.99
8192                  223.95
16384                 239.77
32768               20650.66
65536                2079.40
131072                862.99
262144               1561.56
524288               1509.73
1048576              1275.42
