# OSU RCCL-ROCM Allgather Latency Test v7.5.2
# Size       Avg Latency(us)
1                      38.16
2                      37.65
4                      37.64
8                      37.83
16                     37.83
32                     37.85
64                     37.93
128                    38.03
256                    38.05
512                    38.19
1024                   38.93
2048                   41.78
4096                   42.17
8192                   42.32
16384                  42.30
32768                  43.48
65536                  64.22
131072                 66.57
262144                 72.50
524288                 87.04
1048576               119.90
