# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                   10100.19
2                   10254.65
4                   10363.37
8                   10434.84
16                  10550.70
32                  10645.39
64                  22150.01
128                 13021.29
256                 11037.32
512                 11265.27
1024                  637.72
2048                  661.44
4096                  695.81
8192                 4955.54
16384                4835.43
32768               15134.12
65536               15838.43
131072              16824.93
262144              19222.37
524288              25411.03
1048576             39218.29
