# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      27.48
2                      27.73
4                      29.59
8                      31.92
16                     33.27
32                     35.08
64                     49.98
128                    45.65
256                    43.28
512                    48.55
1024                   66.95
2048                   91.93
4096                  135.86
8192                  214.70
16384                 368.88
32768                 668.00
65536                1266.73
131072               2462.00
262144               4939.86
524288              10149.33
1048576             20629.00
