# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      34.53
8                      33.88
16                     33.87
32                     34.03
64                     33.98
128                    34.89
256                    36.80
512                    37.31
1024                   37.83
2048                   39.05
4096                   41.02
8192                   45.50
16384                  53.19
32768                 104.83
65536                  80.39
131072                791.64
262144               2128.81
524288               1815.68
1048576              3298.71
