# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     122.91
2                     125.04
4                     140.70
8                     139.95
16                    143.83
32                    145.39
64                    146.51
128                   156.06
256                   170.73
512                   269.47
1024                  211.81
2048                  222.17
4096                  246.30
8192                  277.55
16384                 398.56
32768                 596.37
65536                1129.49
131072               2299.13
262144               6160.55
524288              10435.06
1048576             19571.02
