# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      44.73
8                      45.10
16                     45.42
32                     46.47
64                     45.81
128                    76.70
256                    80.66
512                    82.22
1024                   85.62
2048                   89.69
4096                   93.90
8192                  100.64
16384                 108.34
32768                 192.74
65536                 454.56
131072               1117.63
262144                731.70
524288               2470.45
1048576              1830.22
