# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                    1660.01
2                    1860.68
4                    1804.81
8                    1873.66
16                   1773.39
32                   1757.75
64                   1379.26
128                  1403.32
256                  1410.02
512                    54.46
1024                   54.84
2048                   55.16
4096                   56.39
8192                   68.20
16384                  90.39
32768                 141.10
65536                 273.01
131072                566.59
262144               1142.46
524288               2285.32
1048576              4679.81
