# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                     149.35
8                      73.11
16                     72.73
32                     73.23
64                     71.64
128                    83.54
256                    80.76
512                    81.67
1024                   81.90
2048                   84.26
4096                   99.79
8192                 1966.47
16384                1473.83
32768                1459.26
65536                 583.63
131072               2815.16
262144               3664.98
524288               7624.89
1048576             14530.96
