# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      60.50
2                      58.42
4                      59.09
8                      59.68
16                     59.99
32                     60.74
64                     61.58
128                    63.73
256                    65.52
512                   583.79
1024                 1026.65
2048                 1020.61
4096                  305.91
8192                  303.99
16384                 293.51
32768                 468.71
65536                 831.61
131072               1490.65
262144               2608.36
524288               5105.83
1048576             10056.18
