# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      30.63
2                      30.89
4                     673.90
8                     673.30
16                    674.86
32                    677.61
64                    678.53
128                   693.76
256                   694.93
512                    31.05
1024                   31.63
2048                   32.88
4096                   35.38
8192                10223.46
16384                 273.64
32768                 282.89
65536                 289.21
131072                290.31
262144                403.04
524288                783.46
1048576              1593.95
