# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                     221.79
8                     225.65
16                    225.11
32                    286.51
64                    282.82
128                   286.04
256                   288.69
512                   290.68
1024                  294.03
2048                  309.86
4096                  313.56
8192                  323.32
16384                 341.34
32768                 423.73
65536                 547.22
131072                975.08
262144               1954.92
524288               3915.85
1048576              7872.64
