# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      22.96
2                      23.12
4                      23.21
8                      24.26
16                     22.93
32                     23.74
64                     24.48
128                    24.96
256                    25.10
512                    25.79
1024                   34.63
2048                 1185.72
4096                 2800.96
8192                 3914.34
16384                 817.87
32768                 843.79
65536                 181.57
131072                207.35
262144                289.18
524288                440.01
1048576               762.23
