# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      44.76
8                      46.17
16                     46.37
32                     47.26
64                     82.72
128                    86.93
256                    87.34
512                    90.48
1024                   94.40
2048                   96.53
4096                  103.83
8192                  213.07
16384                 619.01
32768                 795.20
65536                1052.92
131072               4271.66
262144               9887.87
524288               6418.28
1048576              8804.45
