# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      10.87
8                      10.86
16                     10.89
32                     11.21
64                     11.08
128                    11.61
256                    13.21
512                    13.37
1024                   13.75
2048                   22.11
4096                   16.12
8192                   28.43
16384                  31.84
32768                  36.90
65536                  54.84
131072                 83.91
262144                128.34
524288                211.19
1048576               374.31
