# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      18.94
8                      18.83
16                     26.17
32                     26.36
64                     27.77
128                    28.28
256                    30.72
512                    32.04
1024                   32.89
2048                   34.61
4096                   53.58
8192                   40.79
16384                  48.72
32768                  62.65
65536                  96.40
131072                167.22
262144                312.14
524288                582.47
1048576              1130.85
