# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      52.06
2                      51.39
4                      49.72
8                      50.20
16                     50.57
32                     53.21
64                     54.02
128                    54.20
256                    56.91
512                    58.27
1024                  113.55
2048                  136.59
4096                  181.94
8192                  330.27
16384                 754.47
32768                 648.42
65536                 662.12
131072                987.57
262144               1557.31
524288               2885.11
1048576              5527.23
