# OSU RCCL-ROCM Allgather Latency Test v7.5.2
# Size       Avg Latency(us)
1                     619.60
2                     618.29
4                     617.67
8                     619.98
16                    621.03
32                    621.54
64                    627.14
128                   632.94
256                   636.93
512                  3625.00
1024                  734.11
2048                  872.95
4096                 3747.93
8192                 4126.54
16384                4539.01
32768               78595.06
65536               18876.52
131072              19342.19
262144              35001.93
524288              35055.51
1048576             35055.29
