# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      41.64
8                      41.38
16                     41.65
32                     42.57
64                     44.09
128                    79.52
256                    80.51
512                    82.53
1024                   85.07
2048                  160.02
4096                   94.63
8192                   98.56
16384                 110.62
32768                 143.89
65536                 186.28
131072                307.55
262144                562.90
524288               1056.01
1048576              2053.20
