# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      67.65
2                      67.75
4                      68.15
8                      68.05
16                     69.01
32                     71.68
64                     73.95
128                   540.75
256                  1198.59
512                  2034.09
1024                  863.88
2048                  292.39
4096                  263.30
8192                  521.00
16384                 689.35
32768                1265.47
65536                2439.02
131072               4782.47
262144               9387.45
524288              18564.26
1048576             36936.21
