# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      74.65
2                      75.30
4                      76.92
8                      88.62
16                     89.02
32                     89.39
64                     92.51
128                    97.12
256                   107.06
512                   111.47
1024                   89.49
2048                   97.26
4096                   92.25
8192                  113.58
16384                 164.40
32768                 301.53
65536                 548.82
131072               1224.97
262144               2817.23
524288               4894.21
1048576              9720.43
