# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      23.96
2                      23.84
4                      28.26
8                      28.13
16                     29.22
32                     32.59
64                     32.81
128                    33.21
256                    34.38
512                    24.41
1024                   24.71
2048                   25.13
4096                   25.60
8192                   30.61
16384                  44.69
32768                  73.57
65536                 130.87
131072                245.64
262144                485.70
524288               1017.32
1048576              2187.62
