# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                    5728.36
2                    5954.38
4                    6070.48
8                    6112.77
16                   5334.10
32                   5411.09
64                   5432.49
128                 12562.85
256                  7651.43
512                  5541.93
1024                  198.02
2048                  192.04
4096                  192.73
8192                  209.09
16384                 304.84
32768                 525.19
65536                 954.41
131072               2078.28
262144               4446.59
524288               7848.86
1048576             15180.54
