# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     127.15
2                     128.97
4                     143.05
8                     144.37
16                    144.87
32                    150.95
64                    167.92
128                   169.55
256                   166.13
512                   217.93
1024                  201.77
2048                  191.17
4096                  193.61
8192                  224.68
16384                 335.34
32768                 631.91
65536                1213.81
131072               2918.81
262144               5353.57
524288               9823.64
1048576             19691.09
