# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     241.78
2                     242.64
4                     244.21
8                     250.88
16                    249.13
32                    254.09
64                    263.06
128                   279.47
256                   376.37
512                   433.70
1024                  452.93
2048                  484.33
4096                  526.97
8192                  586.90
16384                 824.80
32768                5271.99
65536                6248.34
131072               8280.46
262144              12361.06
524288              21172.09
1048576             39950.08
