# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     227.16
2                     243.33
4                     243.10
8                     249.86
16                    249.14
32                    252.48
64                    261.51
128                   278.35
256                   377.03
512                   446.97
1024                  456.46
2048                  486.67
4096                  527.35
8192                  586.65
16384                 822.95
32768                5280.59
65536                6257.88
131072               8291.29
262144              12396.42
524288              21178.24
1048576             40025.97
