# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     290.28
2                     287.82
4                     297.89
8                     298.60
16                    311.67
32                    317.97
64                   1224.09
128                  1291.72
256                  1383.13
512                  1555.59
1024                 1881.62
2048                 4364.49
4096                17701.31
8192                24959.61
16384               33781.82
32768               54734.14
65536              133571.80
131072             263104.76
262144             509238.68
524288             990662.61
1048576           1956879.27
