# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      37.57
8                      38.84
16                     38.91
32                     39.63
64                     38.51
128                    42.04
256                    42.14
512                    42.96
1024                   43.58
2048                   58.30
4096                   55.10
8192                 5171.95
16384                3988.90
32768                4528.39
65536                4468.22
131072               7098.41
262144               9420.88
524288              15738.94
1048576             28530.80
