# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      65.66
2                      66.16
4                      66.87
8                      68.76
16                     70.05
32                     85.27
64                   2842.66
128                  3898.74
256                  4605.22
512                  4854.15
1024                 1854.75
2048                  391.82
4096                  357.78
8192                  505.24
16384                 802.46
32768                1396.00
65536                2533.71
131072               4952.94
262144               9963.95
524288              20049.41
1048576             40172.88
