# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     443.89
2                     444.90
4                     459.00
8                     449.79
16                    455.38
32                    467.64
64                    485.65
128                   572.58
256                   695.18
512                   911.40
1024                  955.23
2048                 1020.68
4096                 1108.96
8192                 1236.40
16384                1670.73
32768                2469.43
65536                4788.19
131072               9853.16
262144              25028.86
524288              43124.53
1048576             81543.58
