# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      56.97
8                      57.45
16                     57.73
32                     58.95
64                     58.68
128                    65.41
256                    90.18
512                   134.45
1024                  113.94
2048                  113.26
4096                  115.67
8192                  122.89
16384                 135.52
32768                 185.90
65536                 231.17
131072                359.70
262144                632.02
524288               1140.72
1048576              2166.98
