# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      21.13
2                      21.04
4                      20.26
8                      20.49
16                     22.53
32                     24.92
64                     25.68
128                    26.97
256                    43.56
512                    31.75
1024                   34.43
2048                   39.51
4096                   57.24
8192                   81.23
16384                 123.85
32768                 203.99
65536                 353.10
131072                660.79
262144               1280.30
524288               2518.74
1048576              5081.34
