# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                    1696.06
2                    1766.29
4                    1735.64
8                    1784.73
16                   1913.31
32                   1627.99
64                   1373.86
128                  1391.84
256                  1389.90
512                    53.79
1024                   54.11
2048                   54.36
4096                   55.40
8192                   64.71
16384                  92.19
32768                 143.44
65536                 257.36
131072                549.11
262144               1091.05
524288               2153.13
1048576              4412.50
