# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      86.02
2                      86.48
4                      87.40
8                     104.41
16                   3133.83
32                   4472.23
64                   1693.58
128                  1463.35
256                  1631.16
512                 11898.03
1024                 1437.66
2048                 1831.80
4096                 2145.40
8192                 4552.64
16384                5805.84
32768                8034.04
65536               12632.31
131072              21997.94
262144              39835.25
524288              79264.12
1048576            159232.18
