# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      40.26
8                      41.59
16                     41.54
32                     42.50
64                     73.21
128                    77.63
256                    77.81
512                    79.35
1024                   81.89
2048                   85.65
4096                   91.90
8192                  190.84
16384                 488.61
32768                1021.83
65536                2331.95
131072               6630.69
262144              11072.30
524288               6864.71
1048576              8604.70
