# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                   19869.28
2                   20641.90
4                   20847.99
8                   20901.60
16                  21063.44
32                  32530.41
64                  22273.80
128                 21529.03
256                 21892.72
512                  4636.69
1024                 4667.04
2048                 4698.62
4096                 4760.78
8192                12857.89
16384               12848.05
32768               14396.11
65536               14205.07
131072              14305.13
262144              44313.56
524288              56640.98
1048576             84090.10
