# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                    2459.75
2                    2494.10
4                    2497.85
8                    2513.18
16                   2617.62
32                   2666.74
64                   2682.79
128                  2698.88
256                  2705.06
512                  2748.54
1024                 1749.73
2048                 1795.94
4096                 1839.93
8192                 1933.58
16384                2102.41
32768                2439.26
65536                3078.95
131072              14228.61
262144              11317.83
524288              14415.04
1048576             26420.81
