# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      13.34
8                      13.39
16                     13.37
32                     13.73
64                     14.00
128                    15.75
256                    20.46
512                    20.96
1024                   21.79
2048                   23.38
4096                   26.02
8192                   34.09
16384                  35.20
32768                  58.18
65536                 118.63
131072                196.92
262144                356.63
524288                663.13
1048576              1288.25
