# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      79.34
2                      79.23
4                      79.89
8                      80.89
16                     92.96
32                   3205.34
64                   4258.68
128                  1586.69
256                  1406.41
512                 13512.81
1024                  841.56
2048                  931.32
4096                 1094.03
8192                 2273.63
16384                2851.06
32768                3967.86
65536                6239.02
131072              10745.51
262144              19612.00
524288              37456.14
1048576             76764.23
