# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      33.66
8                      34.53
16                     34.18
32                     53.85
64                     53.18
128                    57.54
256                    60.44
512                    62.97
1024                   99.30
2048                   75.44
4096                   76.66
8192                   79.82
16384                  90.55
32768                 131.71
65536                 174.15
131072                270.22
262144                463.76
524288                831.43
1048576              1559.13
