# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      29.29
8                      30.48
16                     54.41
32                     54.84
64                     53.49
128                    57.54
256                    57.58
512                    58.79
1024                   62.85
2048                   64.50
4096                   69.38
8192                   83.36
16384                 328.27
32768                 716.87
65536                 937.09
131072               2840.82
262144               7086.01
524288               5044.68
1048576              5685.68
