# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                    5003.87
2                    5196.15
4                    5251.15
8                    5292.70
16                   5303.02
32                   5324.66
64                   5341.95
128                 18145.95
256                  6341.57
512                  5651.39
1024                  180.55
2048                  188.62
4096                  205.41
8192                 2122.21
16384                2139.11
32768                2261.34
65536                2260.39
131072               2268.31
262144               8586.76
524288              11584.33
1048576             18137.20
