# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      45.83
8                      46.57
16                     46.45
32                     64.44
64                     62.98
128                    67.74
256                    69.01
512                    72.05
1024                  108.90
2048                   86.66
4096                   88.71
8192                 5810.50
16384                7273.88
32768                8933.33
65536                9128.72
131072               6697.49
262144               9884.49
524288              19917.62
1048576             36455.36
