# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      56.57
8                      56.94
16                     56.87
32                     58.08
64                     56.87
128                    99.08
256                   101.32
512                   114.86
1024                  149.24
2048                  126.62
4096                  123.36
8192                 8443.20
16384                9595.90
32768               11028.24
65536               12024.38
131072               7253.94
262144              11298.10
524288              24269.64
1048576             44644.82
