# OSU RCCL-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Size       Avg Latency(us)
1                     433.80
2                     426.55
4                     428.12
8                     428.95
16                    428.37
32                    428.70
64                    431.05
128                   432.66
256                   430.42
512                   431.30
1024                  512.99
2048                  570.75
4096                  458.55
8192                 6916.99
16384                1116.13
32768                1150.13
65536                2111.51
131072               2152.00
262144               4142.08
524288               8462.37
1048576              9679.67
