# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      29.95
2                      31.52
4                      33.47
8                      35.38
16                     37.14
32                     40.66
64                     42.26
128                    43.90
256                    51.36
512                    60.78
1024                   90.46
2048                  126.54
4096                  197.90
8192                  348.10
16384                 652.10
32768                1264.49
65536                2490.90
131072               4937.85
262144               9833.77
524288              20062.26
1048576             40173.83
