# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                     208.74
8                     102.22
16                    101.70
32                    102.71
64                     99.98
128                   131.24
256                   158.41
512                   160.82
1024                  163.24
2048                  243.60
4096                  188.77
8192                 4773.61
16384                5060.53
32768                9552.78
65536               10026.81
131072              15294.12
262144              32789.46
524288              14874.98
1048576             26006.28
