# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                   11092.75
2                   11478.25
4                   11530.96
8                   10665.42
16                  10709.76
32                  10751.05
64                  19897.49
128                 12549.81
256                 10778.84
512                 10945.67
1024                  399.41
2048                  398.33
4096                  406.28
8192                  411.27
16384                 637.89
32768                5021.04
65536                5056.23
131072               5805.08
262144               8958.08
524288              16180.73
1048576             31412.56
