# OSU MPI Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                      54.83
8                      55.64
16                     55.70
32                     57.14
64                     56.33
128                    62.88
256                    89.34
512                   131.06
1024                  115.46
2048                  112.17
4096                  114.01
8192                  122.79
16384                 135.82
32768                 186.65
65536                 231.14
131072                352.94
262144                620.15
524288               1123.81
1048576              2137.10
