# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                     267.23
8                      77.75
16                     77.00
32                     76.91
64                     76.83
128                    80.40
256                    79.25
512                    79.04
1024                   79.81
2048                   81.67
4096                   83.75
8192                   90.50
16384                  98.52
32768                 115.40
65536                 133.61
131072                155.52
262144                180.07
524288                245.05
1048576               367.21
