# OSU MPI-ROCM Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     177.19
2                      71.11
4                      88.68
8                      69.53
16                     68.43
32                     68.51
64                     68.92
128                    69.30
256                    73.89
512                    78.44
1024                 1440.00
2048                  985.56
4096                 1382.29
8192                 1296.96
16384                 795.62
32768                2339.48
65536                2585.66
131072               5222.61
262144              10644.18
524288              19578.05
1048576             40136.62
