# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                   20028.57
2                   20629.40
4                   20890.30
8                   20882.09
16                  20978.65
32                  35768.05
64                  21114.40
128                 21600.06
256                 21840.07
512                   740.63
1024                  761.02
2048                  805.17
4096                  867.21
8192                 8651.37
16384                8697.62
32768                9237.21
65536                9252.71
131072               9250.25
262144              35658.91
524288              48279.40
1048576             76100.60
