# OSU MPI Allgather Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                      21.45
2                      21.48
4                      22.20
8                      24.27
16                     27.33
32                     29.33
64                     31.54
128                    39.28
256                    36.70
512                    39.56
1024                   58.82
2048                   83.37
4096                  119.33
8192                  175.67
16384                 294.56
32768                 540.28
65536                1031.09
131072               2021.90
262144               4186.99
524288               9091.69
1048576             21381.93
