# OSU MPI-ROCM Allreduce Latency Test v7.5.2
# Datatype: MPI_INT.
# Size       Avg Latency(us)
4                     299.15
8                     303.09
16                    304.02
32                    304.81
64                    301.21
128                   318.24
256                   508.52
512                   445.25
1024                  448.55
2048                  503.75
4096                  468.52
8192                  486.95
16384                 513.00
32768                 608.55
65536                 755.90
131072               1326.87
262144               2603.95
524288               5182.71
1048576             10378.32
