# OSU MPI-ROCM All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                   20050.94
2                   20593.12
4                   20814.48
8                   20799.45
16                  20907.89
32                  36698.89
64                  21113.61
128                 21655.49
256                 21736.70
512                   736.89
1024                  755.79
2048                  805.95
4096                  866.27
8192                 8642.51
16384                8705.08
32768                9288.88
65536                9222.52
131072               9220.60
262144              35688.96
524288              48278.14
1048576             76151.80
