# OSU MPI All-to-All Personalized Exchange Latency Test v7.5.2
# Datatype: MPI_CHAR.
# Size       Avg Latency(us)
1                     445.45
2                     449.25
4                     461.21
8                     452.95
16                    454.30
32                    466.82
64                    483.53
128                   574.31
256                   695.67
512                   917.33
1024                  958.19
2048                 1021.70
4096                 1108.57
8192                 1241.75
16384                1673.10
32768                2488.06
65536                4768.17
131072               9884.58
262144              25016.88
524288              43038.76
1048576             81374.27
